config_name,param_summary_weight,param_description_weight,param_bigram_summary_weight,param_bigram_description_weight,param_k1_unigram,param_k1_bigram,param_k3_unigram,param_k3_bigram,param_summary_b_unigram,param_summary_b_bigram,param_description_b_unigram,param_description_b_bigram,rep_unigram_weight,rep_bigram_weight,rep_product_weight,rep_component_weight,rep_severity_weight,base_model_type,base_params,boundary_model_type,boundary_params,boundary_apply,boundary_p2_sample_weight,objective_p1_weight,objective_p2_weight,objective_p3_weight,objective_off_by_one_weight,objective_collapse_floor,objective_accuracy_drop_weight,objective_collapse_penalty_weight,objective_max_accuracy_drop,validation_score,base_accuracy,base_macro_f1,base_weighted_f1,base_off_by_one_accuracy,base_mae,base_high_priority_recall_p1_p2,base_low_priority_recall_p4_p5,base_p1_recall,base_p2_recall,base_p3_recall,base_p4_recall,base_p5_recall,refined_accuracy,refined_macro_f1,refined_weighted_f1,refined_off_by_one_accuracy,refined_mae,refined_high_priority_recall_p1_p2,refined_low_priority_recall_p4_p5,refined_p1_recall,refined_p2_recall,refined_p3_recall,refined_p4_recall,refined_p5_recall
p2_error_keywords,3.4,0.7,3.8,0.6,1.0,1.1,50.0,80.0,0.55,0.55,0.9,0.9,0.24701581651214868,0.009982137715330797,2.25745280640573,0.8854729448199432,0.1333987493584024,xgboost,"n_estimators=120,max_depth=3,learning_rate=0.08",xgboost,"n_estimators=80,max_depth=3,learning_rate=0.08",base_1_2,1.2,0.02,0.16,0.01,0.02,0.55,0.25,0.35,0.015,0.8115790101120547,0.7065326633165829,0.7054214706881548,0.7056384950364152,0.9095477386934674,0.41809045226130653,0.871536523929471,0.8618090452261307,0.7437185929648241,0.5202020202020202,0.785,0.7537688442211056,0.7286432160804021,0.7095477386934673,0.7094115985824015,0.7096168689661505,0.9115577889447236,0.41105527638190953,0.8690176322418136,0.8618090452261307,0.6984924623115578,0.5606060606060606,0.805,0.7537688442211056,0.7286432160804021
