stage,base_model_type,base_params,boundary_model_type,boundary_params,boundary_apply,boundary_p2_sample_weight,validation_objective,validation_accuracy,validation_macro_f1,validation_weighted_f1,validation_off_by_one_accuracy,validation_mae,validation_high_priority_recall_p1_p2,validation_low_priority_recall_p4_p5,validation_p1_recall,validation_p2_recall,validation_p3_recall,validation_p4_recall,validation_p5_recall,natural_accuracy,natural_macro_f1,natural_weighted_f1,natural_off_by_one_accuracy,natural_mae,natural_high_priority_recall_p1_p2,natural_low_priority_recall_p4_p5,natural_p1_recall,natural_p2_recall,natural_p3_recall,natural_p4_recall,natural_p5_recall
boundary_refined,sgd_log,alpha=0.03,sgd_log,alpha=0.1,base_1_2,1.4,1.8484192817078688,0.6872,0.6849792817078686,0.6849792817078686,0.9,0.4568,0.87,0.804,0.6,0.66,0.876,0.576,0.724,0.7286432160804021,0.7280143193434656,0.7281551884584962,0.9025125628140703,0.4030150753768844,0.8765743073047859,0.8291457286432161,0.6432160804020101,0.7121212121212122,0.865,0.6834170854271356,0.7386934673366834
boundary_refined,sgd_log,alpha=0.05,sgd_log,alpha=0.2,base_1_2,1.2,1.8481484941996116,0.6936,0.6916684941996116,0.6916684941996116,0.9,0.4496,0.866,0.796,0.632,0.62,0.896,0.616,0.704,0.7276381909547739,0.7267817954661723,0.7269307037946919,0.8984924623115578,0.4100502512562814,0.8614609571788413,0.8190954773869347,0.6482412060301508,0.6767676767676768,0.88,0.6984924623115578,0.7336683417085427
boundary_refined,sgd_log,alpha=0.05,sgd_log,alpha=0.2,base_1_2,1.3,1.8481067647700504,0.6912,0.6893067647700502,0.6893067647700502,0.9,0.452,0.866,0.796,0.604,0.636,0.896,0.616,0.704,0.7286432160804021,0.7280073901185098,0.7281579497307614,0.8984924623115578,0.40603015075376886,0.8639798488664987,0.8190954773869347,0.6432160804020101,0.6868686868686869,0.88,0.6984924623115578,0.7336683417085427
boundary_refined,sgd_log,alpha=0.05,sgd_log,alpha=0.05,base_1_2_3,1.1,1.8480293126535654,0.6912,0.6895493126535654,0.6895493126535653,0.9016,0.4504,0.874,0.796,0.592,0.648,0.896,0.616,0.704,0.7316582914572864,0.7313907394279637,0.7315396975728876,0.9025125628140703,0.4,0.8765743073047859,0.8190954773869347,0.6381909547738693,0.7121212121212122,0.875,0.6984924623115578,0.7336683417085427
boundary_refined,sgd_log,alpha=0.1,sgd_log,alpha=0.3,base_1_2,1.2,1.8477157038325778,0.6944,0.6920357038325775,0.6920357038325775,0.8992,0.4512,0.858,0.796,0.636,0.616,0.9,0.608,0.712,0.721608040201005,0.7208673348606929,0.7210216741684262,0.8994974874371859,0.41105527638190953,0.8564231738035264,0.8140703517587939,0.6432160804020101,0.6666666666666666,0.88,0.6834170854271356,0.7336683417085427
boundary_refined,sgd_log,alpha=0.1,sgd_log,alpha=0.3,base_1_2,1.3,1.8477157038325778,0.6944,0.6920357038325775,0.6920357038325775,0.8992,0.4512,0.858,0.796,0.636,0.616,0.9,0.608,0.712,0.721608040201005,0.7206529824713588,0.7208026210178597,0.8994974874371859,0.414070351758794,0.8564231738035264,0.8140703517587939,0.6432160804020101,0.6666666666666666,0.88,0.6834170854271356,0.7336683417085427
boundary_refined,sgd_log,alpha=0.01,sgd_log,alpha=0.1,base_1_2,1.3,1.8471061333658023,0.6904,0.688226133365802,0.6882261333658019,0.9,0.4576,0.87,0.814,0.58,0.676,0.88,0.592,0.724,0.7236180904522613,0.723827923382164,0.7239526746126955,0.8994974874371859,0.40904522613065325,0.8816120906801007,0.8241206030150754,0.6532663316582915,0.7171717171717171,0.83,0.6733668341708543,0.7437185929648241
boundary_refined,sgd_log,alpha=0.05,sgd_log,alpha=0.2,base_1_2_3,1.2,1.8467194666805544,0.6928,0.6911194666805546,0.6911194666805546,0.9016,0.4488,0.87,0.796,0.632,0.62,0.892,0.616,0.704,0.7266331658291457,0.725965777196813,0.7261169630208478,0.8994974874371859,0.4100502512562814,0.8639798488664987,0.8190954773869347,0.6482412060301508,0.6767676767676768,0.875,0.6984924623115578,0.7336683417085427
boundary_refined,sgd_log,alpha=0.05,sgd_log,alpha=0.2,base_1_2_3,1.3,1.8466893630951382,0.6904,0.6887693630951383,0.6887693630951383,0.9016,0.4512,0.87,0.796,0.604,0.636,0.892,0.616,0.704,0.7276381909547739,0.7272015651274258,0.7273543637105703,0.8994974874371859,0.40603015075376886,0.8664987405541562,0.8190954773869347,0.6432160804020101,0.6868686868686869,0.875,0.6984924623115578,0.7336683417085427
boundary_refined,sgd_log,alpha=0.01,sgd_log,alpha=0.1,base_1_2,1.4,1.846630307515918,0.6896,0.6877503075159178,0.6877503075159178,0.8992,0.4592,0.87,0.814,0.58,0.68,0.872,0.592,0.724,0.7226130653266332,0.722796435035459,0.7229211973162942,0.8994974874371859,0.4100502512562814,0.8816120906801007,0.8241206030150754,0.6432160804020101,0.7222222222222222,0.83,0.6733668341708543,0.7437185929648241
boundary_refined,sgd_log,alpha=0.03,sgd_log,alpha=0.03,base_1_2,1.4,1.8463854755130875,0.6888,0.6863054755130875,0.6863054755130875,0.8992,0.4552,0.872,0.804,0.564,0.708,0.872,0.576,0.724,0.7226130653266332,0.721660263293219,0.7218039138826469,0.9025125628140703,0.40904522613065325,0.8740554156171285,0.8291457286432161,0.5979899497487438,0.7272727272727273,0.865,0.6834170854271356,0.7386934673366834
boundary_refined,sgd_log,alpha=0.01,sgd_log,alpha=0.03,base_1_2_3,1.3,1.8463391162723792,0.6904,0.6885791162723792,0.6885791162723792,0.8984,0.4584,0.874,0.814,0.556,0.716,0.864,0.592,0.724,0.7135678391959799,0.7136414994537723,0.7137734110549295,0.9015075376884422,0.41708542713567837,0.8790931989924433,0.8241206030150754,0.6030150753768844,0.7222222222222222,0.825,0.6733668341708543,0.7437185929648241
boundary_refined,sgd_log,alpha=0.05,sgd_log,alpha=0.05,base_1_2,1.2,1.846245092159781,0.692,0.690085092159781,0.690085092159781,0.9008,0.4496,0.868,0.796,0.58,0.66,0.9,0.616,0.704,0.7316582914572864,0.7310172756149375,0.7311645512311393,0.9015075376884422,0.40100502512562813,0.8690176322418136,0.8190954773869347,0.628140703517588,0.7121212121212122,0.885,0.6984924623115578,0.7336683417085427
boundary_refined,sgd_log,alpha=0.05,sgd_log,alpha=0.3,base_1_2,1.1,1.8459264025214122,0.6936,0.691286402521412,0.6912864025214122,0.8992,0.4504,0.858,0.796,0.628,0.616,0.904,0.616,0.704,0.7256281407035176,0.7246485788322763,0.7248098963083622,0.8984924623115578,0.4100502512562814,0.8564231738035264,0.8190954773869347,0.6532663316582915,0.6565656565656566,0.885,0.6984924623115578,0.7336683417085427
boundary_refined,sgd_log,alpha=0.05,sgd_log,alpha=0.3,base_1_2_3,1.1,1.8459264025214122,0.6936,0.691286402521412,0.6912864025214122,0.8992,0.4504,0.858,0.796,0.628,0.616,0.904,0.616,0.704,0.7246231155778895,0.7237900815959175,0.7239502477288045,0.8984924623115578,0.41105527638190953,0.8564231738035264,0.8190954773869347,0.6532663316582915,0.6565656565656566,0.88,0.6984924623115578,0.7336683417085427
boundary_refined,sgd_log,alpha=0.03,sgd_log,alpha=0.1,base_1_2,1.2,1.8458407397904064,0.688,0.6856007397904064,0.6856007397904064,0.9008,0.4552,0.868,0.804,0.612,0.648,0.88,0.576,0.724,0.7276381909547739,0.7269911815891592,0.7271382025365676,0.9025125628140703,0.4040201005025126,0.8740554156171285,0.8291457286432161,0.6582914572864321,0.6919191919191919,0.865,0.6834170854271356,0.7386934673366834
boundary_refined,sgd_log,alpha=0.1,sgd_log,alpha=0.2,base_1_2_3,1.4,1.845060946546032,0.6888,0.6875409465460316,0.6875409465460315,0.8992,0.456,0.866,0.796,0.604,0.644,0.876,0.608,0.712,0.7256281407035176,0.7249745512194554,0.7251230877897503,0.9015075376884422,0.40603015075376886,0.8690176322418136,0.8140703517587939,0.6331658291457286,0.696969696969697,0.88,0.6834170854271356,0.7336683417085427
boundary_refined,sgd_log,alpha=0.03,sgd_log,alpha=0.1,base_1_2,1.3,1.8446619496723387,0.6864,0.6841819496723384,0.6841819496723384,0.9,0.4576,0.87,0.804,0.6,0.656,0.876,0.576,0.724,0.7296482412060301,0.7290458708928484,0.729186728639974,0.9025125628140703,0.4020100502512563,0.8765743073047859,0.8291457286432161,0.6532663316582915,0.7070707070707071,0.865,0.6834170854271356,0.7386934673366834
boundary_refined,sgd_log,alpha=0.01,sgd_log,alpha=0.1,base_1_2,1.1,1.844299827582385,0.6888,0.6865398275823845,0.6865398275823845,0.9,0.4592,0.862,0.814,0.596,0.652,0.88,0.592,0.724,0.721608040201005,0.7215394223954004,0.7216757189018838,0.8994974874371859,0.41105527638190953,0.8765743073047859,0.8241206030150754,0.6532663316582915,0.696969696969697,0.84,0.6733668341708543,0.7437185929648241
boundary_refined,sgd_log,alpha=0.01,sgd_log,alpha=0.1,base_1_2_3,1.1,1.844299827582385,0.6888,0.6865398275823845,0.6865398275823845,0.9,0.4592,0.862,0.814,0.596,0.652,0.88,0.592,0.724,0.7195979899497488,0.719695191653722,0.719827307952897,0.8984924623115578,0.414070351758794,0.8765743073047859,0.8241206030150754,0.6532663316582915,0.696969696969697,0.83,0.6733668341708543,0.7437185929648241
boundary_refined,sgd_log,alpha=0.1,sgd_log,alpha=0.3,base_1_2_3,1.2,1.844254679895696,0.6928,0.6908146798956961,0.690814679895696,0.9008,0.4512,0.862,0.796,0.636,0.616,0.892,0.608,0.712,0.7226130653266332,0.721935777211797,0.7220919151124788,0.9005025125628141,0.40904522613065325,0.8589420654911839,0.8140703517587939,0.6482412060301508,0.6666666666666666,0.88,0.6834170854271356,0.7336683417085427
boundary_refined,sgd_log,alpha=0.03,sgd_log,alpha=0.1,base_1_2,1.1,1.8442418536724199,0.688,0.6856018536724198,0.6856018536724197,0.9008,0.4552,0.868,0.804,0.616,0.644,0.88,0.576,0.724,0.7266331658291457,0.72590422506742,0.7260512460148284,0.9025125628140703,0.40603015075376886,0.8740554156171285,0.8291457286432161,0.6532663316582915,0.6919191919191919,0.865,0.6834170854271356,0.7386934673366834
boundary_refined,sgd_log,alpha=0.03,sgd_log,alpha=0.1,base_1_2_3,1.2,1.8441131126823738,0.6872,0.6849931126823738,0.6849931126823738,0.9016,0.4552,0.87,0.804,0.612,0.648,0.876,0.576,0.724,0.7256281407035176,0.7251698660798338,0.7253128639913875,0.9015075376884422,0.40703517587939697,0.8740554156171285,0.8291457286432161,0.6582914572864321,0.6919191919191919,0.855,0.6834170854271356,0.7386934673366834
boundary_refined,sgd_log,alpha=0.1,sgd_log,alpha=0.3,base_1_2_3,1.3,1.8439592285841324,0.6928,0.6907592285841323,0.6907592285841322,0.9,0.452,0.86,0.796,0.636,0.616,0.892,0.608,0.712,0.7226130653266332,0.7217187569877116,0.721870194127161,0.9005025125628141,0.4120603015075377,0.8589420654911839,0.8140703517587939,0.6482412060301508,0.6666666666666666,0.88,0.6834170854271356,0.7336683417085427
boundary_refined,sgd_log,alpha=0.1,sgd_log,alpha=0.03,base_1_2_3,1.0,1.8437972201275523,0.6896,0.6881172201275524,0.6881172201275523,0.8992,0.4552,0.874,0.796,0.604,0.636,0.888,0.608,0.712,0.7236180904522613,0.7232132557506439,0.7233573922683451,0.9025125628140703,0.4100502512562814,0.8765743073047859,0.8140703517587939,0.6331658291457286,0.702020202020202,0.865,0.6834170854271356,0.7336683417085427
boundary_refined,sgd_log,alpha=0.1,sgd_log,alpha=0.2,base_1_2,1.2,1.8435470405401333,0.6928,0.6905870405401334,0.6905870405401333,0.8992,0.4528,0.86,0.796,0.632,0.616,0.896,0.608,0.712,0.7226130653266332,0.7216940575586571,0.721840380017271,0.8994974874371859,0.4130653266331658,0.8564231738035264,0.8140703517587939,0.6432160804020101,0.6717171717171717,0.88,0.6834170854271356,0.7336683417085427
boundary_refined,sgd_log,alpha=0.1,sgd_log,alpha=0.2,base_1_2,1.3,1.8435144559464118,0.6904,0.6882344559464115,0.6882344559464115,0.8992,0.4552,0.86,0.796,0.604,0.632,0.896,0.608,0.712,0.7236180904522613,0.7228600618988852,0.7230063372066622,0.8994974874371859,0.4100502512562814,0.8589420654911839,0.8140703517587939,0.6381909547738693,0.6818181818181818,0.88,0.6834170854271356,0.7336683417085427
boundary_refined,sgd_log,alpha=0.01,sgd_log,alpha=0.1,base_1_2_3,1.2,1.8433905126327685,0.6888,0.6865905126327687,0.6865905126327686,0.9008,0.4584,0.864,0.814,0.592,0.656,0.88,0.592,0.724,0.7206030150753768,0.7207099358900183,0.7208404759479461,0.8984924623115578,0.4130653266331658,0.8765743073047859,0.8241206030150754,0.6582914572864321,0.696969696969697,0.83,0.6733668341708543,0.7437185929648241
boundary_refined,sgd_log,alpha=0.1,sgd_log,alpha=0.05,base_1_2,1.3,1.843218187043524,0.6912,0.6890581870435237,0.6890581870435237,0.8992,0.4528,0.862,0.796,0.58,0.66,0.896,0.608,0.712,0.7236180904522613,0.7228643220426987,0.7230056711739347,0.9005025125628141,0.40904522613065325,0.8614609571788413,0.8140703517587939,0.6130653266331658,0.7070707070707071,0.88,0.6834170854271356,0.7336683417085427
boundary_refined,sgd_log,alpha=0.1,sgd_log,alpha=0.03,base_1_2,1.2,1.843218187043524,0.6912,0.6890581870435237,0.6890581870435237,0.8992,0.4528,0.862,0.796,0.58,0.66,0.896,0.608,0.712,0.7226130653266332,0.7218404754099341,0.7219849959434751,0.9005025125628141,0.4100502512562814,0.8614609571788413,0.8140703517587939,0.6130653266331658,0.702020202020202,0.88,0.6834170854271356,0.7336683417085427
boundary_refined,sgd_log,alpha=0.01,sgd_log,alpha=0.1,base_1_2,1.2,1.8430808798552571,0.6888,0.686520879855257,0.686520879855257,0.9,0.4592,0.862,0.814,0.592,0.656,0.88,0.592,0.724,0.7226130653266332,0.7225565262774121,0.7226912390008242,0.8994974874371859,0.4100502512562814,0.8765743073047859,0.8241206030150754,0.6582914572864321,0.696969696969697,0.84,0.6733668341708543,0.7437185929648241
boundary_refined,sgd_log,alpha=0.1,sgd_log,alpha=0.05,base_1_2_3,1.1,1.8429067057369748,0.6896,0.6879467057369748,0.6879467057369748,0.9,0.4552,0.872,0.796,0.592,0.648,0.888,0.608,0.712,0.7286432160804021,0.728312426959536,0.728457327618312,0.9035175879396985,0.40100502512562813,0.8765743073047859,0.8140703517587939,0.6381909547738693,0.7121212121212122,0.875,0.6834170854271356,0.7336683417085427
boundary_refined,sgd_log,alpha=0.03,sgd_log,alpha=0.1,base_1_2_3,1.3,1.8426727759185366,0.684,0.6825927759185362,0.6825927759185362,0.9016,0.4584,0.878,0.804,0.6,0.664,0.856,0.576,0.724,0.7266331658291457,0.7265898372147191,0.7267203542683398,0.9015075376884422,0.40603015075376886,0.8816120906801007,0.8291457286432161,0.6532663316582915,0.7171717171717171,0.84,0.6834170854271356,0.7386934673366834
boundary_refined,sgd_log,alpha=0.03,sgd_log,alpha=0.1,base_1_2_3,1.1,1.842210430863766,0.6872,0.6849304308637659,0.6849304308637659,0.9008,0.456,0.868,0.804,0.616,0.644,0.876,0.576,0.724,0.7246231155778895,0.7240858552397255,0.724228853151279,0.9015075376884422,0.40904522613065325,0.8740554156171285,0.8291457286432161,0.6532663316582915,0.6919191919191919,0.855,0.6834170854271356,0.7386934673366834
boundary_refined,sgd_log,alpha=0.03,sgd_log,alpha=0.1,base_1_2_3,1.4,1.8421881687435948,0.6832,0.6821081687435949,0.6821081687435949,0.9008,0.46,0.878,0.804,0.6,0.668,0.848,0.576,0.724,0.7256281407035176,0.7255579674279563,0.7256884955318806,0.9015075376884422,0.40703517587939697,0.8816120906801007,0.8291457286432161,0.6432160804020101,0.7222222222222222,0.84,0.6834170854271356,0.7386934673366834
boundary_refined,sgd_log,alpha=0.05,sgd_log,alpha=0.05,base_1_2,1.1,1.8421838563295678,0.6904,0.6885038563295679,0.6885038563295679,0.9008,0.452,0.868,0.796,0.592,0.64,0.9,0.616,0.704,0.7316582914572864,0.7310395744843994,0.7311900630354726,0.9015075376884422,0.40100502512562813,0.8690176322418136,0.8190954773869347,0.6381909547738693,0.702020202020202,0.885,0.6984924623115578,0.7336683417085427
boundary_refined,sgd_log,alpha=0.03,sgd_log,alpha=0.2,base_1_2,1.4,1.8395050685841063,0.6856,0.6833450685841065,0.6833450685841065,0.8992,0.4568,0.866,0.804,0.604,0.648,0.876,0.576,0.724,0.7246231155778895,0.7237860057045701,0.723935164195437,0.9015075376884422,0.40703517587939697,0.8690176322418136,0.8291457286432161,0.6331658291457286,0.696969696969697,0.87,0.6834170854271356,0.7386934673366834
boundary_refined,sgd_log,alpha=0.05,sgd_log,alpha=0.03,base_1_2,1.0,1.8394381236200466,0.6896,0.6877581236200465,0.6877581236200464,0.9008,0.452,0.868,0.796,0.604,0.624,0.9,0.616,0.704,0.7286432160804021,0.7277499040111979,0.7279018083705492,0.9025125628140703,0.4050251256281407,0.8690176322418136,0.8190954773869347,0.6331658291457286,0.6919191919191919,0.885,0.6984924623115578,0.7336683417085427
boundary_refined,sgd_log,alpha=0.1,sgd_log,alpha=0.03,base_1_2,1.1,1.839357489910922,0.6896,0.687517489910922,0.687517489910922,0.8992,0.4544,0.862,0.796,0.592,0.64,0.896,0.608,0.712,0.721608040201005,0.7208334920369076,0.7209828648543768,0.9005025125628141,0.41105527638190953,0.8614609571788413,0.8140703517587939,0.6180904522613065,0.6919191919191919,0.88,0.6834170854271356,0.7336683417085427
boundary_refined,sgd_log,alpha=0.1,sgd_log,alpha=0.3,base_1_2,1.1,1.8390349562509554,0.692,0.6895149562509553,0.6895149562509553,0.8976,0.4552,0.854,0.796,0.628,0.612,0.9,0.608,0.712,0.721608040201005,0.7206676261864079,0.7208223720697969,0.8994974874371859,0.4130653266331658,0.8564231738035264,0.8140703517587939,0.6532663316582915,0.6565656565656566,0.88,0.6834170854271356,0.7336683417085427
boundary_refined,sgd_log,alpha=0.03,sgd_log,alpha=0.03,base_1_2_3,1.2,1.8384666923945066,0.6856,0.6838266923945066,0.6838266923945066,0.8992,0.4584,0.878,0.804,0.58,0.68,0.868,0.576,0.724,0.721608040201005,0.7212351132793327,0.7213768894455463,0.9025125628140703,0.4100502512562814,0.8765743073047859,0.8291457286432161,0.6180904522613065,0.7171717171717171,0.85,0.6834170854271356,0.7386934673366834
boundary_refined,sgd_log,alpha=0.01,sgd_log,alpha=0.3,base_1_2_3,1.2,1.8382292274556924,0.6888,0.6864692274556922,0.6864692274556923,0.9016,0.456,0.86,0.814,0.616,0.628,0.884,0.592,0.724,0.714572864321608,0.7144937014315476,0.7146338119605466,0.8964824120603015,0.4190954773869347,0.8614609571788413,0.8241206030150754,0.6482412060301508,0.6717171717171717,0.835,0.6733668341708543,0.7437185929648241
boundary_refined,sgd_log,alpha=0.01,sgd_log,alpha=0.3,base_1_2_3,1.3,1.837923957244267,0.6888,0.6864039572442671,0.686403957244267,0.9008,0.4568,0.858,0.814,0.616,0.628,0.884,0.592,0.724,0.714572864321608,0.714348274416215,0.7144852654063311,0.8964824120603015,0.421105527638191,0.8614609571788413,0.8241206030150754,0.6482412060301508,0.6717171717171717,0.835,0.6733668341708543,0.7437185929648241
boundary_refined,sgd_log,alpha=0.1,sgd_log,alpha=0.2,base_1_2_3,1.2,1.8377972912086298,0.6904,0.6886772912086296,0.6886772912086296,0.9,0.4544,0.866,0.796,0.632,0.616,0.884,0.608,0.712,0.7246231155778895,0.723823124897125,0.7239731505548342,0.9015075376884422,0.40904522613065325,0.8639798488664987,0.8140703517587939,0.6482412060301508,0.6767676767676768,0.88,0.6834170854271356,0.7336683417085427
boundary_refined,sgd_log,alpha=0.1,sgd_log,alpha=0.2,base_1_2_3,1.3,1.837779526440083,0.688,0.6863395264400827,0.6863395264400827,0.9,0.4568,0.866,0.796,0.604,0.632,0.884,0.608,0.712,0.7256281407035176,0.7249947719489602,0.7251448044079057,0.9015075376884422,0.40603015075376886,0.8664987405541562,0.8140703517587939,0.6432160804020101,0.6868686868686869,0.88,0.6834170854271356,0.7336683417085427
boundary_refined,sgd_log,alpha=0.01,sgd_log,alpha=0.3,base_1_2,1.3,1.8376206664896595,0.6888,0.6863406664896593,0.6863406664896594,0.9,0.4576,0.856,0.814,0.616,0.628,0.884,0.592,0.724,0.7165829145728643,0.7161775283933794,0.7163186494422907,0.8974874371859296,0.41809045226130653,0.8614609571788413,0.8241206030150754,0.6482412060301508,0.6717171717171717,0.845,0.6733668341708543,0.7437185929648241
boundary_refined,sgd_log,alpha=0.01,sgd_log,alpha=0.3,base_1_2,1.2,1.8376206664896595,0.6888,0.6863406664896593,0.6863406664896594,0.9,0.4576,0.856,0.814,0.616,0.628,0.884,0.592,0.724,0.7165829145728643,0.7163241382329103,0.7164683939458081,0.8974874371859296,0.41608040201005025,0.8614609571788413,0.8241206030150754,0.6482412060301508,0.6717171717171717,0.845,0.6733668341708543,0.7437185929648241
boundary_refined,sgd_log,alpha=0.03,sgd_log,alpha=0.05,base_1_2,1.3,1.8374941119708168,0.6864,0.6839741119708167,0.6839741119708167,0.9016,0.4552,0.872,0.804,0.58,0.672,0.88,0.576,0.724,0.7256281407035176,0.7248001195024559,0.7249466028428703,0.9035175879396985,0.4050251256281407,0.8740554156171285,0.8291457286432161,0.6180904522613065,0.7171717171717171,0.87,0.6834170854271356,0.7386934673366834
boundary_refined,sgd_log,alpha=0.01,sgd_log,alpha=0.1,base_1_2_3,1.3,1.83729678342233,0.6864,0.6849767834223297,0.6849767834223296,0.9008,0.4608,0.874,0.814,0.58,0.676,0.86,0.592,0.724,0.721608040201005,0.7220723537149574,0.7221902611215999,0.8984924623115578,0.4120603015075377,0.8841309823677582,0.8241206030150754,0.6532663316582915,0.7222222222222222,0.815,0.6733668341708543,0.7437185929648241
boundary_refined,sgd_log,alpha=0.03,sgd_log,alpha=0.05,base_1_2_3,1.3,1.8370585080832773,0.6848,0.6830585080832774,0.6830585080832775,0.9016,0.4568,0.878,0.804,0.58,0.68,0.864,0.576,0.724,0.7236180904522613,0.7232001617014427,0.7233416490023183,0.9035175879396985,0.40703517587939697,0.8765743073047859,0.8291457286432161,0.6180904522613065,0.7222222222222222,0.855,0.6834170854271356,0.7386934673366834
boundary_refined,sgd_log,alpha=0.1,sgd_log,alpha=0.3,base_1_2_3,1.1,1.837011392379256,0.6912,0.6888513923792555,0.6888513923792555,0.8976,0.456,0.854,0.796,0.628,0.612,0.896,0.608,0.712,0.721608040201005,0.7206676261864079,0.7208223720697969,0.8994974874371859,0.4130653266331658,0.8564231738035264,0.8140703517587939,0.6532663316582915,0.6565656565656566,0.88,0.6834170854271356,0.7336683417085427
boundary_refined,sgd_log,alpha=0.03,sgd_log,alpha=0.03,base_1_2_3,1.1,1.8365449737135124,0.6848,0.6828649737135125,0.6828649737135125,0.8992,0.4592,0.876,0.804,0.592,0.66,0.872,0.576,0.724,0.721608040201005,0.7211188043187636,0.7212666226066935,0.9025125628140703,0.4100502512562814,0.8765743073047859,0.8291457286432161,0.6231155778894473,0.7070707070707071,0.855,0.6834170854271356,0.7386934673366834
boundary_refined,sgd_log,alpha=0.05,sgd_log,alpha=0.05,base_1_2_3,1.4,1.8358649445495194,0.6864,0.6857049445495192,0.6857049445495192,0.8984,0.4584,0.878,0.796,0.6,0.636,0.876,0.616,0.704,0.7296482412060301,0.7296478645931986,0.7297862792281593,0.9005025125628141,0.40804020100502514,0.8790931989924433,0.8190954773869347,0.6482412060301508,0.7121212121212122,0.855,0.6984924623115578,0.7336683417085427
boundary_refined,sgd_log,alpha=0.1,sgd_log,alpha=0.05,base_1_2,1.2,1.8357006055468765,0.6896,0.6874606055468766,0.6874606055468766,0.8992,0.4544,0.862,0.796,0.58,0.652,0.896,0.608,0.712,0.7256281407035176,0.7249581176553639,0.7250963654554503,0.9005025125628141,0.40703517587939697,0.8614609571788413,0.8140703517587939,0.6231155778894473,0.7070707070707071,0.88,0.6834170854271356,0.7336683417085427
boundary_refined,sgd_log,alpha=0.01,sgd_log,alpha=0.05,base_1_2,1.3,1.835315284154205,0.6888,0.6865952841542048,0.6865952841542048,0.9,0.4584,0.872,0.814,0.56,0.692,0.876,0.592,0.724,0.7195979899497488,0.7196143360205834,0.7197447427528448,0.9005025125628141,0.4120603015075377,0.8790931989924433,0.8241206030150754,0.6180904522613065,0.7272727272727273,0.835,0.6733668341708543,0.7437185929648241
boundary_refined,sgd_log,alpha=0.03,sgd_log,alpha=0.03,base_1_2,1.2,1.8350047515197536,0.6856,0.6833247515197536,0.6833247515197536,0.9,0.4576,0.872,0.804,0.58,0.672,0.876,0.576,0.724,0.7246231155778895,0.7237826467104307,0.7239322756349672,0.9035175879396985,0.40603015075376886,0.8740554156171285,0.8291457286432161,0.6180904522613065,0.7121212121212122,0.87,0.6834170854271356,0.7386934673366834
boundary_refined,sgd_log,alpha=0.01,sgd_log,alpha=0.1,base_1_2_3,1.4,1.8347796208092044,0.6848,0.6838196208092042,0.6838196208092043,0.9,0.4632,0.874,0.814,0.58,0.68,0.848,0.592,0.724,0.7206030150753768,0.7210405145408689,0.7211584328439826,0.8984924623115578,0.4130653266331658,0.8841309823677582,0.8241206030150754,0.6432160804020101,0.7272727272727273,0.815,0.6733668341708543,0.7437185929648241
boundary_refined,sgd_log,alpha=0.03,sgd_log,alpha=0.3,base_1_2,1.2,1.8346858008726,0.688,0.6853258008725998,0.6853258008725996,0.9008,0.4536,0.862,0.804,0.636,0.62,0.884,0.576,0.724,0.721608040201005,0.7207163669861935,0.7208729794195514,0.9005025125628141,0.4100502512562814,0.8589420654911839,0.8291457286432161,0.6482412060301508,0.6666666666666666,0.87,0.6834170854271356,0.7386934673366834
boundary_refined,sgd_log,alpha=0.03,sgd_log,alpha=0.3,base_1_2,1.3,1.8346858008726,0.688,0.6853258008725998,0.6853258008725996,0.9008,0.4536,0.862,0.804,0.636,0.62,0.884,0.576,0.724,0.721608040201005,0.7205085066980534,0.7206603723403502,0.9005025125628141,0.4130653266331658,0.8589420654911839,0.8291457286432161,0.6482412060301508,0.6666666666666666,0.87,0.6834170854271356,0.7386934673366834
boundary_refined,sgd_log,alpha=0.05,sgd_log,alpha=0.05,base_1_2,1.4,1.834593210497637,0.688,0.6862732104976368,0.6862732104976367,0.8992,0.456,0.868,0.796,0.6,0.624,0.896,0.616,0.704,0.7306532663316583,0.7299918090283645,0.7301304331836236,0.8994974874371859,0.40703517587939697,0.8690176322418136,0.8190954773869347,0.6432160804020101,0.702020202020202,0.875,0.6984924623115578,0.7336683417085427
boundary_refined,sgd_log,alpha=0.05,sgd_log,alpha=0.01,base_1_2,1.4,1.8340670361364075,0.6928,0.6907070361364075,0.6907070361364075,0.8992,0.4528,0.868,0.796,0.656,0.592,0.896,0.616,0.704,0.7236180904522613,0.7223422471101747,0.7225194292132339,0.9005025125628141,0.4150753768844221,0.8690176322418136,0.8190954773869347,0.678391959798995,0.6262626262626263,0.88,0.6984924623115578,0.7336683417085427
boundary_refined,sgd_log,alpha=0.03,sgd_log,alpha=0.2,base_1_2_3,1.4,1.8340313836138429,0.6832,0.6814713836138427,0.6814713836138426,0.9008,0.4576,0.87,0.804,0.604,0.648,0.864,0.576,0.724,0.7236180904522613,0.7229850264058685,0.7231288425157708,0.9005025125628141,0.40904522613065325,0.871536523929471,0.8291457286432161,0.6331658291457286,0.702020202020202,0.86,0.6834170854271356,0.7386934673366834
boundary_refined,sgd_log,alpha=0.05,sgd_log,alpha=0.05,base_1_2_3,1.0,1.8336756848475917,0.6888,0.6868756848475918,0.6868756848475916,0.9008,0.4544,0.87,0.796,0.608,0.616,0.9,0.616,0.704,0.7256281407035176,0.7249897518802093,0.7251477968108426,0.9035175879396985,0.40804020100502514,0.871536523929471,0.8190954773869347,0.6432160804020101,0.6767676767676768,0.875,0.6984924623115578,0.7336683417085427
