config_name,param_summary_weight,param_description_weight,param_bigram_summary_weight,param_bigram_description_weight,param_k1,param_k3,param_summary_b,param_description_b,rep_unigram_weight,rep_bigram_weight,rep_product_weight,rep_component_weight,rep_severity_weight,base_model_type,base_params,boundary_model_type,boundary_params,boundary_apply,boundary_p2_sample_weight,objective_p1_weight,objective_p2_weight,objective_p3_weight,objective_off_by_one_weight,objective_collapse_floor,objective_accuracy_drop_weight,objective_collapse_penalty_weight,objective_max_accuracy_drop,validation_score,base_accuracy,base_macro_f1,base_weighted_f1,base_off_by_one_accuracy,base_mae,base_high_priority_recall_p1_p2,base_low_priority_recall_p4_p5,base_p1_recall,base_p2_recall,base_p3_recall,base_p4_recall,base_p5_recall,refined_accuracy,refined_macro_f1,refined_weighted_f1,refined_off_by_one_accuracy,refined_mae,refined_high_priority_recall_p1_p2,refined_low_priority_recall_p4_p5,refined_p1_recall,refined_p2_recall,refined_p3_recall,refined_p4_recall,refined_p5_recall
bigram_high,2.8,0.8,4.0,0.5,1.1,80.0,0.6,0.85,0.24976373774653055,0.01119129846743544,2.298734184352186,0.9329886589905423,0.17415463364079353,sgd_log,alpha=0.01,sgd_log,alpha=0.1,base_1_2_3,1.2,0.02,0.16,0.01,0.02,0.55,0.25,0.35,0.015,0.8349633311420169,0.714572864321608,0.7145302002972945,0.7146821926274227,0.9055276381909547,0.41708542713567837,0.8841309823677582,0.8291457286432161,0.628140703517588,0.6868686868686869,0.83,0.678391959798995,0.7487437185929648,0.7195979899497488,0.7195341984465045,0.7196791074825263,0.9015075376884422,0.41105527638190953,0.8790931989924433,0.8291457286432161,0.6482412060301508,0.6868686868686869,0.835,0.678391959798995,0.7487437185929648
