eval_set,priority,label,precision,recall,f1,support
natural_holdout,P1,P1 Blocker,0.7771084337349398,0.6482412060301508,0.7068493150684931,199
natural_holdout,P2,P2 Critical,0.6221198156682027,0.6818181818181818,0.6506024096385542,198
natural_holdout,P3,P3 Major,0.7261410788381742,0.875,0.7936507936507936,200
natural_holdout,P4,P4 Minor,0.6974358974358974,0.6834170854271356,0.6903553299492385,199
natural_holdout,P5,P5 Trivial,0.8295454545454546,0.7336683417085427,0.7786666666666666,199
