eval_set,priority,label,precision,recall,f1,support
natural_holdout,P1,P1 Blocker,0.7362637362637363,0.6733668341708543,0.7034120734908137,199
natural_holdout,P2,P2 Critical,0.6292682926829268,0.6515151515151515,0.6401985111662531,198
natural_holdout,P3,P3 Major,0.7304347826086957,0.84,0.7813953488372093,200
natural_holdout,P4,P4 Minor,0.6701030927835051,0.6532663316582915,0.6615776081424937,199
natural_holdout,P5,P5 Trivial,0.7989130434782609,0.7386934673366834,0.7676240208877284,199
