model,accuracy,macro_f1,off_by_one_accuracy,mae,p1_recall,p2_recall,p3_recall,p4_recall,p5_recall,macro_recall,min_recall
current_best_p2_keywords,0.7246231155778895,0.7240249029947492,0.8994974874371859,0.4090452261306532,0.6482412060301508,0.6818181818181818,0.875,0.6834170854271356,0.7336683417085427,0.7244289629968022,0.6482412060301508
recall_balanced_boundary_suppression,0.7316582914572864,0.7309376699200638,0.9025125628140704,0.4,0.6582914572864321,0.6818181818181818,0.875,0.7085427135678392,0.7336683417085427,0.7314641388761991,0.6582914572864321
