eval_set,priority,label,precision,recall,f1,support
natural_holdout,P1,P1 Blocker,0.6984924623115578,0.6984924623115578,0.6984924623115578,199
natural_holdout,P2,P2 Critical,0.6201117318435754,0.5606060606060606,0.5888594164456233,198
natural_holdout,P3,P3 Major,0.7815533980582524,0.805,0.7931034482758621,200
natural_holdout,P4,P4 Minor,0.6276150627615062,0.7537688442211056,0.684931506849315,199
natural_holdout,P5,P5 Trivial,0.8430232558139535,0.7286432160804021,0.7816711590296496,199
