stage,base_model_type,base_params,p1p2_model_type,p1p2_params,p1_sample_weight,p2p4_model_type,p2p4_params,p4_sample_weight,validation_objective,validation_accuracy,validation_macro_f1,validation_weighted_f1,validation_macro_recall,validation_min_recall,validation_off_by_one_accuracy,validation_mae,validation_p1_recall,validation_p2_recall,validation_p3_recall,validation_p4_recall,validation_p5_recall,natural_accuracy,natural_macro_f1,natural_weighted_f1,natural_macro_recall,natural_min_recall,natural_off_by_one_accuracy,natural_mae,natural_p1_recall,natural_p2_recall,natural_p3_recall,natural_p4_recall,natural_p5_recall
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.05,1.6,1.5083316229561492,0.6792,0.6770193715935822,0.6770193715935822,0.6792,0.58,0.9008,0.4616,0.632,0.58,0.868,0.592,0.724,0.7236180904522613,0.7225832104722938,0.7227312799714022,0.723418709710167,0.6582914572864321,0.9055276381909547,0.4050251256281407,0.6582914572864321,0.6616161616161617,0.86,0.6984924623115578,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.05,1.3,1.5070536793743865,0.6816,0.6791561322906443,0.6791561322906443,0.6816000000000001,0.576,0.9,0.4632,0.648,0.576,0.868,0.592,0.724,0.7165829145728643,0.715247692701477,0.7154182687547453,0.71634800263946,0.6262626262626263,0.9015075376884422,0.421105527638191,0.6683417085427136,0.6262626262626263,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.03,1.6,1.5069405676474565,0.6816,0.6791676127457611,0.6791676127457612,0.6816000000000001,0.56,0.9024,0.4584,0.632,0.56,0.868,0.624,0.724,0.721608040201005,0.7204574459385076,0.720614234120028,0.7213883559210192,0.6414141414141414,0.9025125628140703,0.41105527638190953,0.6582914572864321,0.6414141414141414,0.86,0.7085427135678392,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.03,1.3,1.5065395508957289,0.6896,0.686499251492881,0.686499251492881,0.6896000000000001,0.548,0.9024,0.4544,0.652,0.548,0.896,0.64,0.712,0.7246231155778895,0.7233341014572152,0.7234773054802836,0.7243832800365463,0.6363636363636364,0.9025125628140703,0.40804020100502514,0.6683417085427136,0.6363636363636364,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.03,1.6,1.5064255053740843,0.6896,0.6867758422901401,0.6867758422901401,0.6896000000000001,0.548,0.9,0.4552,0.648,0.548,0.896,0.652,0.704,0.7195979899497488,0.7179283076511249,0.718107485451804,0.7193226232170955,0.601010101010101,0.8994974874371859,0.4201005025125628,0.6683417085427136,0.601010101010101,0.875,0.7185929648241206,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.03,1.0,1.5060946797358565,0.6784,0.6762244662264276,0.6762244662264276,0.6784000000000001,0.584,0.9,0.4632,0.632,0.584,0.868,0.584,0.724,0.7226130653266332,0.7216277179417737,0.7217807370627368,0.7224136845845388,0.6582914572864321,0.9045226130653267,0.40703517587939697,0.6582914572864321,0.6616161616161617,0.86,0.6934673366834171,0.7386934673366834
p1p2_boundary,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.2,,,1.0,1.5052764824442273,0.6792,0.6771274707403789,0.6771274707403789,0.6792,0.576,0.8992,0.4648,0.632,0.596,0.868,0.576,0.724,0.7226130653266332,0.7217546442478104,0.7219090762323184,0.7224238363534845,0.6582914572864321,0.9015075376884422,0.4130653266331658,0.6582914572864321,0.6717171717171717,0.86,0.6834170854271356,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.1,1.6,1.5046417064964843,0.6816,0.6791361774941406,0.6791361774941405,0.6816000000000001,0.572,0.9,0.4632,0.648,0.572,0.868,0.596,0.724,0.7175879396984924,0.7162176076683086,0.7163848894282758,0.7173530277650881,0.6262626262626263,0.9035175879396985,0.41708542713567837,0.6683417085427136,0.6262626262626263,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.05,1.0,1.504464032908644,0.6808,0.6783733881810738,0.6783733881810738,0.6808,0.58,0.8984,0.4664,0.648,0.58,0.868,0.584,0.724,0.7165829145728643,0.7153197315970294,0.7154900715903739,0.7163530785239327,0.6313131313131313,0.9025125628140703,0.4190954773869347,0.6683417085427136,0.6313131313131313,0.86,0.6834170854271356,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.1,1.0,1.5041171891917056,0.6808,0.6783953153195095,0.6783953153195095,0.6808,0.58,0.8976,0.468,0.648,0.58,0.868,0.584,0.724,0.7175879396984924,0.716287089258939,0.7164541590274224,0.7173581036495609,0.6313131313131313,0.9025125628140703,0.4190954773869347,0.6683417085427136,0.6313131313131313,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.03,1.3,1.501857163282379,0.6816,0.6790952721372981,0.6790952721372981,0.6816000000000001,0.568,0.8992,0.4648,0.648,0.568,0.868,0.6,0.724,0.7165829145728643,0.7151025213499466,0.7152735805883712,0.7163378508705142,0.6161616161616161,0.9015075376884422,0.421105527638191,0.6683417085427136,0.6161616161616161,0.86,0.6984924623115578,0.7386934673366834
p1p2_boundary,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.2,,,1.0,1.5017231237489057,0.6808,0.6784052062481765,0.6784052062481765,0.6808,0.576,0.8976,0.468,0.648,0.588,0.868,0.576,0.724,0.7175879396984924,0.7164040976673457,0.7165742051774318,0.7173631795340338,0.6363636363636364,0.9015075376884422,0.421105527638191,0.6683417085427136,0.6363636363636364,0.86,0.6834170854271356,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.1,1.3,1.5000179740390254,0.6816,0.6790966233983756,0.6790966233983755,0.6816000000000001,0.568,0.9024,0.4608,0.652,0.568,0.868,0.596,0.724,0.7246231155778895,0.7236396730490163,0.723786076050758,0.7244237348357953,0.6616161616161617,0.9025125628140703,0.40904522613065325,0.6733668341708543,0.6616161616161617,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.05,1.6,1.4999947361534094,0.6808,0.6783245602556827,0.6783245602556827,0.6808,0.572,0.8992,0.4648,0.648,0.572,0.868,0.592,0.724,0.7175879396984924,0.7162176076683086,0.7163848894282758,0.7173530277650881,0.6262626262626263,0.9035175879396985,0.41708542713567837,0.6683417085427136,0.6262626262626263,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.03,1.6,1.4996073774152856,0.6912,0.6882122956921425,0.6882122956921425,0.6912,0.54,0.9016,0.452,0.656,0.54,0.896,0.66,0.704,0.7226130653266332,0.7210148392852054,0.7211870526706966,0.7223427744784529,0.6060606060606061,0.8994974874371859,0.41708542713567837,0.678391959798995,0.6060606060606061,0.875,0.7185929648241206,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.03,1.3,1.4994538998097071,0.6824,0.6798231663495118,0.6798231663495118,0.6824,0.56,0.9024,0.4608,0.652,0.56,0.868,0.608,0.724,0.7246231155778895,0.7235751599224051,0.7237216665169625,0.7244135830668494,0.6515151515151515,0.9025125628140703,0.40904522613065325,0.6733668341708543,0.6515151515151515,0.86,0.6984924623115578,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.03,1.6,1.4992788901854233,0.6912,0.6881981503090383,0.6881981503090384,0.6912,0.54,0.9016,0.4536,0.652,0.54,0.896,0.664,0.704,0.7266331658291457,0.7254496175125749,0.7256073354094261,0.7263882544033298,0.6313131313131313,0.8994974874371859,0.4100502512562814,0.6733668341708543,0.6313131313131313,0.875,0.7185929648241206,0.7336683417085427
p1p2_boundary,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.4,,,1.0,1.4989762626193457,0.688,0.6851604376989091,0.6851604376989091,0.6880000000000001,0.548,0.8984,0.4632,0.676,0.548,0.896,0.616,0.704,0.7226130653266332,0.7210755821578387,0.7212527936652161,0.7223427744784529,0.6060606060606061,0.8994974874371859,0.4201005025125628,0.6984924623115578,0.6060606060606061,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.03,1.0,1.497755538094322,0.68,0.6775258968238698,0.6775258968238698,0.68,0.576,0.8984,0.4664,0.648,0.576,0.868,0.584,0.724,0.7165829145728643,0.7152640713561258,0.7154362819180906,0.71634800263946,0.6262626262626263,0.9025125628140703,0.4190954773869347,0.6683417085427136,0.6262626262626263,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.03,1.6,1.497361281462972,0.688,0.6848021357716194,0.6848021357716195,0.6880000000000001,0.544,0.8992,0.4584,0.648,0.544,0.896,0.64,0.712,0.7165829145728643,0.7147668176145335,0.7149349934981285,0.7163075478402111,0.601010101010101,0.9005025125628141,0.421105527638191,0.6633165829145728,0.601010101010101,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.05,1.3,1.4953714218907916,0.6808,0.6782857031513203,0.6782857031513204,0.6808,0.568,0.9016,0.4624,0.652,0.568,0.868,0.592,0.724,0.7246231155778895,0.7236396730490163,0.723786076050758,0.7244237348357953,0.6616161616161617,0.9025125628140703,0.40904522613065325,0.6733668341708543,0.6616161616161617,0.86,0.6884422110552764,0.7386934673366834
p1p2_boundary,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.2,,,1.0,1.4948677944075888,0.68,0.6775796573459809,0.6775796573459808,0.68,0.576,0.8992,0.4672,0.652,0.58,0.868,0.576,0.724,0.7256281407035176,0.7247360279597415,0.7248839724495053,0.725438911730369,0.6717171717171717,0.9015075376884422,0.41105527638190953,0.6733668341708543,0.6717171717171717,0.86,0.6834170854271356,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.1,1.3,1.4945763855311536,0.6816,0.6790273092185896,0.6790273092185896,0.6816000000000001,0.564,0.9016,0.4616,0.656,0.564,0.868,0.596,0.724,0.7195979899497488,0.7183035229038368,0.7184672888204684,0.7193681539008173,0.6313131313131313,0.9015075376884422,0.41809045226130653,0.678391959798995,0.6313131313131313,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.1,1.6,1.4929560152402805,0.6808,0.6782600254004679,0.678260025400468,0.6808,0.564,0.9016,0.4624,0.652,0.564,0.868,0.596,0.724,0.7256281407035176,0.7246232318700059,0.7247662765631302,0.7254287599614233,0.6616161616161617,0.9045226130653267,0.4050251256281407,0.6733668341708543,0.6616161616161617,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.05,1.0,1.4927999082547263,0.68,0.6775331804245439,0.6775331804245438,0.68,0.572,0.9,0.4656,0.652,0.572,0.868,0.584,0.724,0.7246231155778895,0.7236855806836384,0.7238335872104585,0.724428810720268,0.6666666666666666,0.9025125628140703,0.40904522613065325,0.6733668341708543,0.6666666666666666,0.86,0.6834170854271356,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.1,1.0,1.4924544491897858,0.68,0.6775574153163095,0.6775574153163094,0.68,0.572,0.8992,0.4672,0.652,0.572,0.868,0.584,0.724,0.7256281407035176,0.7246621677232371,0.724806857646414,0.725433835845896,0.6666666666666666,0.9025125628140703,0.40904522613065325,0.6733668341708543,0.6666666666666666,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.03,1.6,1.4921468063485617,0.6816,0.6789113439142692,0.6789113439142692,0.6816000000000001,0.552,0.8992,0.4648,0.648,0.552,0.868,0.616,0.724,0.7165829145728643,0.7150307374913278,0.7152037151350427,0.7163327749860413,0.6111111111111112,0.9015075376884422,0.421105527638191,0.6683417085427136,0.6111111111111112,0.86,0.7035175879396985,0.7386934673366834
p1p2_boundary,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.4,,,1.0,1.4918164235075373,0.68,0.6774940391792292,0.6774940391792292,0.68,0.576,0.8984,0.468,0.656,0.576,0.868,0.576,0.724,0.7206030150753768,0.7194395783429943,0.719602977975372,0.7203833307953911,0.6414141414141414,0.9015075376884422,0.41809045226130653,0.678391959798995,0.6414141414141414,0.86,0.6834170854271356,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.1,1.0,1.4916460389134025,0.688,0.6850100648556708,0.6850100648556708,0.6880000000000001,0.54,0.8992,0.4616,0.676,0.54,0.896,0.624,0.704,0.7226130653266332,0.7209404027605204,0.7211145715709741,0.72233769859398,0.601010101010101,0.9005025125628141,0.41809045226130653,0.6984924623115578,0.601010101010101,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.05,1.0,1.4916460389134025,0.688,0.6850100648556708,0.6850100648556708,0.6880000000000001,0.54,0.8992,0.4616,0.676,0.54,0.896,0.624,0.704,0.7226130653266332,0.7209520479467376,0.7211278952547978,0.72233769859398,0.601010101010101,0.9015075376884422,0.41608040201005025,0.6984924623115578,0.601010101010101,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.03,1.6,1.4905469578198316,0.6896,0.6862449296997195,0.6862449296997195,0.6896000000000001,0.536,0.9008,0.4552,0.656,0.536,0.896,0.648,0.712,0.7195979899497488,0.717869982721033,0.71803119418944,0.7193276991015684,0.6060606060606061,0.9005025125628141,0.41809045226130653,0.6733668341708543,0.6060606060606061,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.05,1.3,1.4899292773256818,0.6808,0.6782154622094703,0.6782154622094704,0.6808,0.564,0.9008,0.4632,0.656,0.564,0.868,0.592,0.724,0.7195979899497488,0.7183035229038368,0.7184672888204684,0.7193681539008173,0.6313131313131313,0.9015075376884422,0.41809045226130653,0.678391959798995,0.6313131313131313,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.03,1.3,1.4893652638359582,0.6816,0.6789421063932639,0.6789421063932638,0.6816000000000001,0.556,0.9008,0.4632,0.656,0.556,0.868,0.604,0.724,0.7195979899497488,0.7181793310543899,0.7183434747315444,0.7193580021318715,0.6212121212121212,0.9015075376884422,0.41809045226130653,0.678391959798995,0.6212121212121212,0.86,0.6984924623115578,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.05,1.6,1.4883102820830751,0.68,0.6774504701384586,0.6774504701384586,0.68,0.564,0.9008,0.464,0.652,0.564,0.868,0.592,0.724,0.7256281407035176,0.7246232318700059,0.7247662765631302,0.7254287599614233,0.6616161616161617,0.9045226130653267,0.4050251256281407,0.6733668341708543,0.6616161616161617,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.1,1.6,1.4875119307343274,0.6808,0.6781865512238794,0.6781865512238793,0.6808,0.56,0.9008,0.4632,0.656,0.56,0.868,0.596,0.724,0.7206030150753768,0.7192821355418525,0.7194425634582927,0.7203731790264454,0.6313131313131313,0.9035175879396985,0.414070351758794,0.678391959798995,0.6313131313131313,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.05,1.0,1.4873462733642284,0.68,0.677443788940381,0.677443788940381,0.68,0.568,0.8992,0.4664,0.656,0.568,0.868,0.584,0.724,0.7195979899497488,0.7183653100757994,0.718528891448706,0.7193732297852901,0.6363636363636364,0.9025125628140703,0.41608040201005025,0.678391959798995,0.6363636363636364,0.86,0.6834170854271356,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.1,1.0,1.4870000956092506,0.68,0.6774668260154181,0.6774668260154181,0.68,0.568,0.8984,0.468,0.656,0.568,0.868,0.584,0.724,0.7206030150753768,0.7193412336497129,0.7195015017529747,0.7203782549109183,0.6363636363636364,0.9025125628140703,0.41608040201005025,0.678391959798995,0.6363636363636364,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.1,1.3,1.4867509723917296,0.688,0.6849182873195497,0.6849182873195496,0.6880000000000001,0.536,0.9,0.46,0.676,0.536,0.896,0.628,0.704,0.721608040201005,0.7198684157135028,0.7200462429764989,0.721327597583879,0.5959595959595959,0.8994974874371859,0.4201005025125628,0.6984924623115578,0.5959595959595959,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.05,1.3,1.4867509723917296,0.688,0.6849182873195497,0.6849182873195496,0.6880000000000001,0.536,0.9,0.46,0.676,0.536,0.896,0.628,0.704,0.7226130653266332,0.720848565359673,0.7210247104529555,0.722332622709507,0.5959595959595959,0.9005025125628141,0.41809045226130653,0.6984924623115578,0.5959595959595959,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.03,1.6,1.486559997797419,0.6824,0.6795999963290317,0.6795999963290317,0.6824,0.544,0.9016,0.4624,0.652,0.544,0.868,0.624,0.724,0.7236180904522613,0.7225122170696447,0.7226639572039579,0.7233984061722755,0.6414141414141414,0.9015075376884422,0.41105527638190953,0.6733668341708543,0.6414141414141414,0.86,0.7035175879396985,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.1,1.0,1.4862070618285061,0.688,0.6845451030475104,0.6845451030475105,0.6880000000000001,0.536,0.9,0.4616,0.676,0.536,0.896,0.62,0.712,0.7195979899497488,0.7177662601717844,0.717929427065154,0.7193226232170955,0.601010101010101,0.9015075376884422,0.4190954773869347,0.6934673366834171,0.601010101010101,0.875,0.6934673366834171,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.05,1.0,1.4862070618285061,0.688,0.6845451030475104,0.6845451030475105,0.6880000000000001,0.536,0.9,0.4616,0.676,0.536,0.896,0.62,0.712,0.7195979899497488,0.7177781038097624,0.7179429492007383,0.7193226232170955,0.601010101010101,0.9025125628140703,0.41708542713567837,0.6934673366834171,0.601010101010101,0.875,0.6934673366834171,0.7336683417085427
p1p2_boundary,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.4,,,1.0,1.486088212854219,0.6872,0.6838803547570311,0.6838803547570311,0.6872,0.544,0.8984,0.4648,0.676,0.544,0.896,0.608,0.712,0.7185929648241206,0.71690374996921,0.7170716082002301,0.7183226739759403,0.6060606060606061,0.8994974874371859,0.42311557788944726,0.6934673366834171,0.6060606060606061,0.875,0.6834170854271356,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.03,1.0,1.4860757481074642,0.6792,0.6766595801791075,0.6766595801791074,0.6792,0.568,0.9,0.4656,0.652,0.568,0.868,0.584,0.724,0.7246231155778895,0.7236479862275675,0.723796055726676,0.7244237348357953,0.6616161616161617,0.9035175879396985,0.40703517587939697,0.6733668341708543,0.6616161616161617,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.03,1.0,1.4849127688292392,0.6872,0.6841212813820656,0.6841212813820655,0.6872,0.536,0.8992,0.4616,0.676,0.536,0.896,0.624,0.704,0.7226130653266332,0.7208585147234037,0.7210363419864,0.722332622709507,0.5959595959595959,0.9015075376884422,0.41608040201005025,0.6984924623115578,0.5959595959595959,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.2,sgd_log,alpha=0.03,1.6,1.4833346728465981,0.6888,0.6853577880776638,0.6853577880776638,0.6888,0.532,0.9008,0.4576,0.652,0.532,0.896,0.652,0.712,0.7226130653266332,0.7212616790076644,0.7214119251880613,0.7223630780163444,0.6262626262626263,0.9005025125628141,0.4120603015075377,0.6683417085427136,0.6262626262626263,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.05,1.6,1.4828656470782666,0.68,0.6773760784637778,0.6773760784637778,0.68,0.56,0.9,0.4648,0.656,0.56,0.868,0.592,0.724,0.7206030150753768,0.7192821355418525,0.7194425634582927,0.7203731790264454,0.6313131313131313,0.9035175879396985,0.414070351758794,0.678391959798995,0.6313131313131313,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.1,1.3,1.4813146946357019,0.688,0.6844578243928363,0.6844578243928364,0.6880000000000001,0.532,0.9008,0.46,0.676,0.532,0.896,0.624,0.712,0.7185929648241206,0.7166940884649263,0.7168609138108387,0.7183125222069946,0.5959595959595959,0.9005025125628141,0.421105527638191,0.6934673366834171,0.5959595959595959,0.875,0.6934673366834171,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.05,1.3,1.4813146946357019,0.688,0.6844578243928363,0.6844578243928364,0.6880000000000001,0.532,0.9008,0.46,0.676,0.532,0.896,0.624,0.712,0.7195979899497488,0.7176814376002916,0.7178465807764901,0.7193175473326228,0.5959595959595959,0.9015075376884422,0.4190954773869347,0.6934673366834171,0.5959595959595959,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.03,1.0,1.4806324865093154,0.6792,0.6765874775155257,0.6765874775155256,0.6792,0.564,0.8992,0.4664,0.656,0.564,0.868,0.584,0.724,0.7195979899497488,0.7183155926240719,0.7184810147023368,0.7193681539008173,0.6313131313131313,0.9025125628140703,0.41608040201005025,0.678391959798995,0.6313131313131313,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.1,1.6,1.479668996243527,0.6872,0.6840483270725449,0.6840483270725448,0.6872,0.532,0.8992,0.4616,0.676,0.532,0.896,0.628,0.704,0.7226130653266332,0.7208421041475324,0.721016558075541,0.722332622709507,0.5959595959595959,0.9015075376884422,0.41608040201005025,0.6984924623115578,0.5959595959595959,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.05,1.6,1.479668996243527,0.6872,0.6840483270725449,0.6840483270725448,0.6872,0.532,0.8992,0.4616,0.676,0.532,0.896,0.628,0.704,0.7236180904522613,0.7218219339512723,0.7219946876460968,0.7233376478351352,0.5959595959595959,0.9025125628140703,0.414070351758794,0.6984924623115578,0.5959595959595959,0.875,0.7135678391959799,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.03,1.0,1.4794731093074485,0.6872,0.6836551821790808,0.6836551821790808,0.6872,0.532,0.9,0.4616,0.676,0.532,0.896,0.62,0.712,0.7195979899497488,0.7176915946993404,0.7178584200452527,0.7193175473326228,0.5959595959595959,0.9025125628140703,0.41708542713567837,0.6934673366834171,0.5959595959595959,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.4,sgd_log,alpha=0.03,1.6,1.4792674652823667,0.6816,0.6787124421372779,0.678712442137278,0.6816000000000001,0.54,0.9,0.4648,0.656,0.54,0.868,0.62,0.724,0.7195979899497488,0.718113769323679,0.7182798001391492,0.7193529262473985,0.6161616161616161,0.9015075376884422,0.41809045226130653,0.678391959798995,0.6161616161616161,0.86,0.7035175879396985,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.03,1.3,1.4777211455277601,0.6888,0.6855352425462674,0.6855352425462674,0.6888,0.528,0.9,0.46,0.676,0.528,0.896,0.64,0.704,0.7226130653266332,0.7206406462780491,0.7208174014678848,0.7223224709405613,0.5858585858585859,0.9005025125628141,0.41809045226130653,0.6984924623115578,0.5858585858585859,0.875,0.7185929648241206,0.7336683417085427
base_direct,sgd_log,alpha=0.05,,,1.0,,,1.0,1.475222514674762,0.6864,0.6833041911246035,0.6833041911246034,0.6864000000000001,0.532,0.8984,0.4624,0.684,0.532,0.896,0.616,0.704,0.7236180904522613,0.7221385224926742,0.7223121344677984,0.7233528754885539,0.6111111111111112,0.8994974874371859,0.4190954773869347,0.6984924623115578,0.6111111111111112,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.05,1.6,1.474229618903905,0.6872,0.6835826981731752,0.6835826981731752,0.6872,0.528,0.9,0.4616,0.676,0.528,0.896,0.624,0.712,0.7206030150753768,0.7186617295681063,0.718823481345847,0.7203225724582508,0.5959595959595959,0.9035175879396985,0.4150753768844221,0.6934673366834171,0.5959595959595959,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.4,sgd_log,alpha=0.1,1.6,1.474229618903905,0.6872,0.6835826981731752,0.6835826981731752,0.6872,0.528,0.9,0.4616,0.676,0.528,0.896,0.624,0.712,0.7195979899497488,0.7176747823242376,0.7178382343351624,0.7193175473326228,0.5959595959595959,0.9025125628140703,0.41708542713567837,0.6934673366834171,0.5959595959595959,0.875,0.6984924623115578,0.7336683417085427
