stage,base_model_type,base_params,p1p2_model_type,p1p2_params,p1_sample_weight,p2p4_model_type,p2p4_params,p4_sample_weight,validation_objective,validation_accuracy,validation_macro_f1,validation_weighted_f1,validation_macro_recall,validation_min_recall,validation_off_by_one_accuracy,validation_mae,validation_p1_recall,validation_p2_recall,validation_p3_recall,validation_p4_recall,validation_p5_recall,natural_accuracy,natural_macro_f1,natural_weighted_f1,natural_macro_recall,natural_min_recall,natural_off_by_one_accuracy,natural_mae,natural_p1_recall,natural_p2_recall,natural_p3_recall,natural_p4_recall,natural_p5_recall
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.0,sgd_log,alpha=0.1,1.6,1.5669606762206918,0.6904,0.6880677937011532,0.6880677937011532,0.6904,0.592,0.9024,0.448,0.624,0.592,0.896,0.628,0.712,0.7175879396984924,0.7161994153721465,0.7163556564162438,0.7173531800416222,0.6331658291457286,0.9035175879396985,0.414070351758794,0.6331658291457286,0.6414141414141414,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.0,sgd_log,alpha=0.03,1.6,1.566655031045382,0.6952,0.6929583850756369,0.6929583850756368,0.6952,0.584,0.9032,0.4424,0.628,0.584,0.896,0.664,0.704,0.7246231155778895,0.7234733152996063,0.7236358686245231,0.7243832800365464,0.6363636363636364,0.9005025125628141,0.40904522613065325,0.6532663316582915,0.6363636363636364,0.875,0.7236180904522613,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.0,sgd_log,alpha=0.1,1.3,1.5655139123480404,0.6872,0.6852565205800673,0.6852565205800673,0.6872,0.596,0.9024,0.4528,0.624,0.624,0.868,0.596,0.724,0.7276381909547739,0.7268516706385849,0.7269880222667088,0.7274641896350438,0.6582914572864321,0.9035175879396985,0.4030150753768844,0.6582914572864321,0.6868686868686869,0.86,0.6934673366834171,0.7386934673366834
p1p2_boundary,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.2,,,1.0,1.565261415065448,0.6888,0.6869690251090808,0.6869690251090808,0.6888,0.596,0.8992,0.4544,0.632,0.596,0.896,0.616,0.704,0.7256281407035176,0.7248238471617028,0.7249839250552758,0.7254136845845388,0.6582914572864321,0.8994974874371859,0.4120603015075377,0.6582914572864321,0.6616161616161617,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.0,sgd_log,alpha=0.03,1.3,1.565027835237371,0.692,0.6895797253956183,0.6895797253956183,0.692,0.588,0.9032,0.4464,0.624,0.588,0.896,0.64,0.712,0.7175879396984924,0.7160349688052509,0.7161916478922961,0.7173430282726765,0.6313131313131313,0.9015075376884422,0.41809045226130653,0.6331658291457286,0.6313131313131313,0.875,0.7135678391959799,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.0,sgd_log,alpha=0.03,1.6,1.5647471522915242,0.6872,0.6851785871525401,0.6851785871525401,0.6872,0.596,0.9008,0.456,0.624,0.596,0.868,0.624,0.724,0.7256281407035176,0.7247737938053302,0.7249185218930521,0.7254287599614232,0.6582914572864321,0.9015075376884422,0.40703517587939697,0.6582914572864321,0.6616161616161617,0.86,0.7085427135678392,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.0,sgd_log,alpha=0.1,1.6,1.5636747366476054,0.6864,0.6844578944126756,0.6844578944126755,0.6864000000000001,0.596,0.9016,0.4544,0.624,0.62,0.868,0.596,0.724,0.7286432160804021,0.7278262341045123,0.7279592524785491,0.728469214760672,0.6582914572864321,0.9055276381909547,0.39899497487437185,0.6582914572864321,0.6868686868686869,0.86,0.6984924623115578,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.1,1.0,sgd_log,alpha=0.03,1.6,1.5616050298807234,0.6936,0.6910750498012059,0.691075049801206,0.6936,0.584,0.9,0.4512,0.624,0.584,0.896,0.652,0.712,0.7246231155778895,0.7235780044522342,0.7237209705854569,0.7243934318054921,0.6464646464646465,0.9005025125628141,0.40804020100502514,0.6532663316582915,0.6464646464646465,0.875,0.7135678391959799,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.05,1.0,1.5601337680026774,0.6896,0.6876229466711291,0.6876229466711291,0.6896000000000001,0.588,0.9016,0.4496,0.632,0.588,0.896,0.628,0.704,0.7266331658291457,0.7256874979727764,0.7258445016398923,0.726413633825694,0.6565656565656566,0.9025125628140703,0.40603015075376886,0.6582914572864321,0.6565656565656566,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.0,sgd_log,alpha=0.03,1.3,1.558992224960627,0.6856,0.6835870416010452,0.6835870416010452,0.6856,0.6,0.9024,0.4544,0.628,0.6,0.868,0.608,0.724,0.7226130653266332,0.7215880422740948,0.7217395083747061,0.7224086087000658,0.6532663316582915,0.9035175879396985,0.40804020100502514,0.6532663316582915,0.6565656565656566,0.86,0.7035175879396985,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.0,sgd_log,alpha=0.05,1.3,1.5584676021111055,0.6864,0.6844460035185091,0.6844460035185091,0.6864000000000001,0.592,0.9016,0.4544,0.624,0.624,0.868,0.592,0.724,0.7276381909547739,0.7268516706385849,0.7269880222667088,0.7274641896350438,0.6582914572864321,0.9035175879396985,0.4030150753768844,0.6582914572864321,0.6868686868686869,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.0,sgd_log,alpha=0.03,1.6,1.5581431430768056,0.6936,0.6913052384613426,0.6913052384613425,0.6936,0.58,0.9032,0.444,0.624,0.58,0.896,0.664,0.704,0.7195979899497488,0.7181603105603871,0.7183314930743622,0.71934800263946,0.6262626262626263,0.8994974874371859,0.4190954773869347,0.6381909547738693,0.6262626262626263,0.875,0.7236180904522613,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.1,1.0,1.5579618160593744,0.6888,0.6868696934322912,0.6868696934322911,0.6888,0.588,0.9,0.4528,0.632,0.588,0.896,0.624,0.704,0.7266331658291457,0.7256652756865638,0.7258206502605833,0.726413633825694,0.6565656565656566,0.9015075376884422,0.40804020100502514,0.6582914572864321,0.6565656565656566,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.0,sgd_log,alpha=0.03,1.3,1.5571441307162734,0.6848,0.682773551193789,0.6827735511937888,0.6848000000000001,0.6,0.9016,0.456,0.624,0.6,0.868,0.608,0.724,0.7165829145728643,0.7152822192762605,0.7154456189086381,0.7163632302928786,0.6381909547738693,0.9015075376884422,0.4201005025125628,0.6381909547738693,0.6414141414141414,0.86,0.7035175879396985,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.05,1.3,1.5552511346845932,0.6896,0.6875518911409892,0.6875518911409892,0.6896000000000001,0.584,0.9024,0.448,0.632,0.584,0.896,0.632,0.704,0.7266331658291457,0.7255938659313872,0.7257493670828785,0.7264085579412212,0.6515151515151515,0.9025125628140703,0.40603015075376886,0.6582914572864321,0.6515151515151515,0.875,0.7135678391959799,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.1,1.3,1.5552511346845932,0.6896,0.6875518911409892,0.6875518911409892,0.6896000000000001,0.584,0.9024,0.448,0.632,0.584,0.896,0.632,0.704,0.7256281407035176,0.7246258126541899,0.72478295486034,0.725403532815593,0.6515151515151515,0.9015075376884422,0.40804020100502514,0.6582914572864321,0.6515151515151515,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.05,1.0,1.5547184004633399,0.6896,0.6871973341055666,0.6871973341055666,0.6896000000000001,0.584,0.9024,0.4496,0.632,0.584,0.896,0.624,0.712,0.7226130653266332,0.7215009252185722,0.7216503230011359,0.7223884574387086,0.6515151515151515,0.9035175879396985,0.40804020100502514,0.6532663316582915,0.6515151515151515,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.03,1.0,1.5534205391686584,0.6888,0.6867675652810977,0.6867675652810976,0.6888,0.584,0.9016,0.4496,0.632,0.584,0.896,0.628,0.704,0.7266331658291457,0.7256110343290667,0.7257681765352166,0.7264085579412212,0.6515151515151515,0.9035175879396985,0.4040201005025126,0.6582914572864321,0.6515151515151515,0.875,0.7135678391959799,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.1,1.0,1.552541095677222,0.6888,0.6864351594620371,0.6864351594620373,0.6888,0.584,0.9008,0.4528,0.632,0.584,0.896,0.62,0.712,0.7226130653266332,0.72147760007279,0.7216253731906769,0.7223884574387086,0.6515151515151515,0.9025125628140703,0.4100502512562814,0.6532663316582915,0.6515151515151515,0.875,0.6984924623115578,0.7336683417085427
p1p2_boundary,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.2,,,1.0,1.5523983488304498,0.688,0.6857305813840829,0.6857305813840829,0.6880000000000001,0.592,0.8992,0.456,0.632,0.592,0.896,0.608,0.712,0.7206030150753768,0.7196508089424101,0.7198048357815869,0.7203834830719252,0.6532663316582915,0.8994974874371859,0.41608040201005025,0.6532663316582915,0.6565656565656566,0.875,0.6834170854271356,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.0,sgd_log,alpha=0.1,1.3,1.5523276295676558,0.6848,0.682812715946093,0.6828127159460929,0.6848000000000001,0.596,0.9024,0.4544,0.628,0.608,0.868,0.596,0.724,0.7226130653266332,0.7216764335541728,0.7218277237654933,0.7224187604690118,0.6532663316582915,0.9035175879396985,0.40804020100502514,0.6532663316582915,0.6666666666666666,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.0,sgd_log,alpha=0.05,1.6,1.5519901188790102,0.6848,0.6828501981316839,0.6828501981316837,0.6848000000000001,0.592,0.9,0.4576,0.624,0.616,0.868,0.592,0.724,0.7286432160804021,0.7278262341045123,0.7279592524785491,0.728469214760672,0.6582914572864321,0.9055276381909547,0.39899497487437185,0.6582914572864321,0.6868686868686869,0.86,0.6984924623115578,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.0,sgd_log,alpha=0.03,1.6,1.5507604680364269,0.6928,0.6902007800607113,0.6902007800607114,0.6928000000000001,0.576,0.9024,0.4464,0.628,0.576,0.896,0.652,0.712,0.7206030150753768,0.7192883655365399,0.7194434053399493,0.7203581036495609,0.6313131313131313,0.9015075376884422,0.41105527638190953,0.6482412060301508,0.6313131313131313,0.875,0.7135678391959799,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.0,sgd_log,alpha=0.1,1.3,1.5504817440610463,0.684,0.682002906768411,0.6820029067684111,0.6839999999999999,0.596,0.9016,0.456,0.624,0.608,0.868,0.596,0.724,0.7165829145728643,0.7154269507271733,0.7155916035554379,0.7163733820618242,0.6381909547738693,0.9025125628140703,0.41809045226130653,0.6381909547738693,0.6515151515151515,0.86,0.6934673366834171,0.7386934673366834
p1p2_boundary,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.2,,,1.0,1.5500848280935293,0.6896,0.6874080468225487,0.6874080468225486,0.6896000000000001,0.584,0.8984,0.4584,0.648,0.584,0.896,0.616,0.704,0.7206030150753768,0.7194170156354854,0.7195930518935598,0.720353027765088,0.6262626262626263,0.8994974874371859,0.4201005025125628,0.6683417085427136,0.6262626262626263,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.03,1.3,1.5498966813101778,0.692,0.6897611355169629,0.6897611355169629,0.692,0.576,0.904,0.4448,0.632,0.576,0.896,0.652,0.704,0.7266331658291457,0.7254519012964814,0.7256076614300122,0.7263984061722755,0.6414141414141414,0.9025125628140703,0.40603015075376886,0.6582914572864321,0.6414141414141414,0.875,0.7236180904522613,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.1,1.3,1.549838553907796,0.6896,0.6871309231796593,0.6871309231796592,0.6896000000000001,0.58,0.9032,0.448,0.632,0.58,0.896,0.628,0.712,0.721608040201005,0.7204334401725384,0.7205830025058153,0.7213783564286077,0.6464646464646465,0.9025125628140703,0.4100502512562814,0.6532663316582915,0.6464646464646465,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.05,1.3,1.549838553907796,0.6896,0.6871309231796593,0.6871309231796592,0.6896000000000001,0.58,0.9032,0.448,0.632,0.58,0.896,0.628,0.712,0.7226130653266332,0.7214077158976402,0.7215556416737067,0.7223833815542358,0.6464646464646465,0.9035175879396985,0.40804020100502514,0.6532663316582915,0.6464646464646465,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.1,1.6,1.5481950806842457,0.6888,0.6867251344737431,0.686725134473743,0.6888,0.58,0.9016,0.4496,0.632,0.58,0.896,0.632,0.704,0.7266331658291457,0.7255800318680643,0.725733883676742,0.7264085579412212,0.6515151515151515,0.9035175879396985,0.4040201005025126,0.6582914572864321,0.6515151515151515,0.875,0.7135678391959799,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.05,1.6,1.5481950806842457,0.6888,0.6867251344737431,0.686725134473743,0.6888,0.58,0.9016,0.4496,0.632,0.58,0.896,0.632,0.704,0.7276381909547739,0.7265475274164256,0.7266997215311868,0.7274135830668493,0.6515151515151515,0.9045226130653267,0.4020100502512563,0.6582914572864321,0.6515151515151515,0.875,0.7185929648241206,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.03,1.0,1.5480047703255253,0.6888,0.6863412838758757,0.6863412838758756,0.6888,0.58,0.9024,0.4496,0.632,0.58,0.896,0.624,0.712,0.7226130653266332,0.7214259960038039,0.7215755583370809,0.7223833815542358,0.6464646464646465,0.9045226130653267,0.40603015075376886,0.6532663316582915,0.6464646464646465,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.0,sgd_log,alpha=0.1,1.6,1.5476833016238332,0.684,0.6820055027063887,0.6820055027063886,0.6839999999999999,0.596,0.9016,0.456,0.628,0.604,0.868,0.596,0.724,0.7236180904522613,0.7226411326724127,0.7227891391992328,0.7234237855946398,0.6532663316582915,0.9055276381909547,0.4040201005025126,0.6532663316582915,0.6666666666666666,0.86,0.6984924623115578,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.0,sgd_log,alpha=0.03,1.6,1.5465155224662885,0.6856,0.6834592041104811,0.6834592041104811,0.6856,0.584,0.9024,0.4544,0.628,0.584,0.868,0.624,0.724,0.721608040201005,0.7205288015746607,0.7206854592791893,0.7213934318054921,0.6464646464646465,0.9025125628140703,0.4100502512562814,0.6532663316582915,0.6464646464646465,0.86,0.7085427135678392,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.0,sgd_log,alpha=0.05,1.0,1.5458744646931635,0.6856,0.6836574411552728,0.6836574411552727,0.6856,0.584,0.9,0.4576,0.624,0.628,0.868,0.584,0.724,0.7276381909547739,0.7268907131220494,0.7270287311381022,0.7274692655195167,0.6582914572864321,0.9035175879396985,0.4030150753768844,0.6582914572864321,0.6919191919191919,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.0,sgd_log,alpha=0.1,1.6,1.5458371562985578,0.6832,0.6811952604975963,0.6811952604975962,0.6832,0.596,0.9008,0.4576,0.624,0.604,0.868,0.596,0.724,0.7175879396984924,0.7163790713123662,0.7165404990600036,0.7173784071874524,0.6381909547738693,0.9045226130653267,0.414070351758794,0.6381909547738693,0.6515151515151515,0.86,0.6984924623115578,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.0,sgd_log,alpha=0.1,1.0,1.5455291729666338,0.6856,0.6836819549443899,0.6836819549443899,0.6856,0.584,0.8992,0.4592,0.624,0.628,0.868,0.584,0.724,0.7286432160804021,0.7278584039800169,0.7279931295895127,0.7284742906451449,0.6582914572864321,0.9035175879396985,0.4030150753768844,0.6582914572864321,0.6919191919191919,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.0,sgd_log,alpha=0.05,1.3,1.5452827792488038,0.684,0.6820046320813397,0.6820046320813397,0.6839999999999999,0.592,0.9016,0.456,0.628,0.608,0.868,0.592,0.724,0.7226130653266332,0.7216764335541728,0.7218277237654933,0.7224187604690118,0.6532663316582915,0.9035175879396985,0.40804020100502514,0.6532663316582915,0.6666666666666666,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.0,sgd_log,alpha=0.03,1.6,1.544660973122168,0.6848,0.6826349552036135,0.6826349552036135,0.6848000000000001,0.584,0.9016,0.456,0.624,0.584,0.868,0.624,0.724,0.7165829145728643,0.7152258611175517,0.7153910864792136,0.7163581544084057,0.6363636363636364,0.9015075376884422,0.4201005025125628,0.6381909547738693,0.6363636363636364,0.86,0.7085427135678392,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.1,1.0,sgd_log,alpha=0.03,1.0,1.5443723286618278,0.6848,0.6828205477697132,0.682820547769713,0.6848000000000001,0.584,0.9,0.4576,0.624,0.624,0.868,0.584,0.724,0.7266331658291457,0.7258664489637082,0.7260077514545197,0.726454088624943,0.6582914572864321,0.9035175879396985,0.4030150753768844,0.6582914572864321,0.6818181818181818,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.0,sgd_log,alpha=0.05,1.3,1.5434370472585228,0.6832,0.6811950787642049,0.6811950787642048,0.6832,0.592,0.9008,0.4576,0.624,0.608,0.868,0.592,0.724,0.7165829145728643,0.7154269507271733,0.7155916035554379,0.7163733820618242,0.6381909547738693,0.9025125628140703,0.41809045226130653,0.6381909547738693,0.6515151515151515,0.86,0.6934673366834171,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.05,1.0,1.5431266206401604,0.6896,0.6872777010669341,0.6872777010669341,0.6896000000000001,0.576,0.9,0.4552,0.648,0.576,0.896,0.624,0.704,0.7206030150753768,0.7192875270409882,0.7194622290212699,0.7203479518806152,0.6212121212121212,0.9015075376884422,0.41608040201005025,0.6683417085427136,0.6212121212121212,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.1,1.0,1.5427822535591649,0.6896,0.6873037559319405,0.6873037559319406,0.6896000000000001,0.576,0.8992,0.4568,0.648,0.576,0.896,0.624,0.704,0.7206030150753768,0.7192661637775057,0.7194392360947399,0.7203479518806152,0.6212121212121212,0.9005025125628141,0.41809045226130653,0.6683417085427136,0.6212121212121212,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.1,1.6,1.5427798741964274,0.6888,0.6862997903273789,0.686299790327379,0.6888,0.576,0.9024,0.4496,0.632,0.576,0.896,0.628,0.712,0.7226130653266332,0.7213927833214008,0.7215390642538912,0.7223833815542358,0.6464646464646465,0.9045226130653267,0.40603015075376886,0.6532663316582915,0.6464646464646465,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.05,1.6,1.5427798741964274,0.6888,0.6862997903273789,0.686299790327379,0.6888,0.576,0.9024,0.4496,0.632,0.576,0.896,0.628,0.712,0.7236180904522613,0.7223664199548879,0.7225110476943426,0.7233884066798639,0.6464646464646465,0.9055276381909547,0.4040201005025126,0.6532663316582915,0.6464646464646465,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.0,sgd_log,alpha=0.03,1.6,1.5422434962218448,0.6912,0.6885391603697415,0.6885391603697416,0.6912,0.572,0.9024,0.448,0.624,0.572,0.896,0.652,0.712,0.7165829145728643,0.7150010963620782,0.7151612769589691,0.7163329272625755,0.6262626262626263,0.9005025125628141,0.4201005025125628,0.6331658291457286,0.6262626262626263,0.875,0.7135678391959799,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.05,1.2,sgd_log,alpha=0.03,1.3,1.5408388374829738,0.6904,0.6877980624716229,0.6877980624716228,0.6904,0.572,0.9032,0.448,0.632,0.572,0.896,0.64,0.712,0.7226130653266332,0.7212682798151951,0.721416517953383,0.7223732297852901,0.6363636363636364,0.9035175879396985,0.40804020100502514,0.6532663316582915,0.6363636363636364,0.875,0.7135678391959799,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.0,sgd_log,alpha=0.05,1.6,1.5406392223875802,0.6832,0.6811987039793005,0.6811987039793005,0.6832,0.592,0.9008,0.4576,0.628,0.604,0.868,0.592,0.724,0.7236180904522613,0.7226411326724127,0.7227891391992328,0.7234237855946398,0.6532663316582915,0.9055276381909547,0.4040201005025126,0.6532663316582915,0.6666666666666666,0.86,0.6984924623115578,0.7386934673366834
p1p2_boundary,sgd_log,alpha=0.05,sgd_log,alpha=0.05,1.4,,,1.0,1.5400093213951795,0.6896,0.6873488689919657,0.6873488689919657,0.6896000000000001,0.576,0.8992,0.4568,0.656,0.576,0.896,0.616,0.704,0.7236180904522613,0.7224557668783816,0.7226250788237363,0.7233731790264454,0.6313131313131313,0.8994974874371859,0.41708542713567837,0.678391959798995,0.6313131313131313,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.03,1.0,sgd_log,alpha=0.05,1.6,1.5387932305145493,0.6824,0.6803887175242487,0.6803887175242487,0.6824,0.592,0.9,0.4592,0.624,0.604,0.868,0.592,0.724,0.7175879396984924,0.7163790713123662,0.7165404990600036,0.7173784071874524,0.6381909547738693,0.9045226130653267,0.414070351758794,0.6381909547738693,0.6515151515151515,0.86,0.6984924623115578,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.1,1.3,1.5382460498085042,0.6896,0.6872100830141741,0.6872100830141741,0.6896000000000001,0.572,0.9008,0.4536,0.648,0.572,0.896,0.628,0.704,0.7195979899497488,0.7182172555625047,0.7183938703582513,0.7193378508705142,0.6161616161616161,0.8994974874371859,0.4201005025125628,0.6683417085427136,0.6161616161616161,0.875,0.7035175879396985,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.05,1.3,1.5382460498085042,0.6896,0.6872100830141741,0.6872100830141741,0.6896000000000001,0.572,0.9008,0.4536,0.648,0.572,0.896,0.628,0.704,0.7206030150753768,0.7191876487738069,0.7193626304271507,0.7203428759961422,0.6161616161616161,0.9005025125628141,0.41809045226130653,0.6683417085427136,0.6161616161616161,0.875,0.7085427135678392,0.7336683417085427
p1p2_boundary,sgd_log,alpha=0.05,sgd_log,alpha=0.1,1.2,,,1.0,1.538209321395179,0.6888,0.6865488689919657,0.6865488689919657,0.6888,0.576,0.8992,0.4584,0.652,0.576,0.896,0.616,0.704,0.7286432160804021,0.7277984387171479,0.7279520632474163,0.7284287599614233,0.6616161616161617,0.8994974874371859,0.4100502512562814,0.6733668341708543,0.6616161616161617,0.875,0.6984924623115578,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.05,1.0,1.537708774805382,0.6896,0.6868479580089699,0.6868479580089699,0.6896000000000001,0.572,0.9008,0.4552,0.648,0.572,0.896,0.62,0.712,0.7175879396984924,0.7161060600218495,0.7162697600850471,0.7173328765037308,0.6212121212121212,0.9025125628140703,0.41708542713567837,0.6633165829145728,0.6212121212121212,0.875,0.6934673366834171,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.1,1.0,1.5373621279482352,0.6896,0.6868702132470585,0.6868702132470585,0.6896000000000001,0.572,0.9,0.4568,0.648,0.572,0.896,0.62,0.712,0.7175879396984924,0.7160844983066063,0.7162465687067565,0.7173328765037308,0.6212121212121212,0.9015075376884422,0.4190954773869347,0.6633165829145728,0.6212121212121212,0.875,0.6934673366834171,0.7336683417085427
p1p2_boundary,sgd_log,alpha=0.1,sgd_log,alpha=0.03,1.2,,,1.0,1.5372178992949674,0.6888,0.6861631654916127,0.6861631654916126,0.6888,0.58,0.8984,0.46,0.648,0.58,0.896,0.608,0.712,0.7165829145728643,0.7152470354493614,0.7154136713211052,0.7163329272625754,0.6262626262626263,0.8994974874371859,0.42311557788944726,0.6633165829145728,0.6262626262626263,0.875,0.6834170854271356,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.05,sgd_log,alpha=0.03,1.2,sgd_log,alpha=0.03,1.0,1.5364102195578704,0.6888,0.686417032596451,0.6864170325964509,0.6888,0.572,0.9,0.4552,0.648,0.572,0.896,0.624,0.704,0.7206030150753768,0.7192073545724056,0.7193839693681523,0.7203428759961422,0.6161616161616161,0.9015075376884422,0.41608040201005025,0.6683417085427136,0.6161616161616161,0.875,0.7085427135678392,0.7336683417085427
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.0,sgd_log,alpha=0.05,1.0,1.5355005117966487,0.6832,0.6812341863277475,0.6812341863277473,0.6832,0.584,0.9,0.4592,0.628,0.612,0.868,0.584,0.724,0.7226130653266332,0.7217422482210061,0.721895070286671,0.7224238363534846,0.6532663316582915,0.9035175879396985,0.40804020100502514,0.6532663316582915,0.6717171717171717,0.86,0.6884422110552764,0.7386934673366834
p1p2_p4_suppression,sgd_log,alpha=0.03,sgd_log,alpha=0.05,1.0,sgd_log,alpha=0.1,1.0,1.5351566575018327,0.6832,0.6812610958363873,0.6812610958363874,0.6832,0.584,0.8992,0.4608,0.628,0.612,0.868,0.584,0.724,0.7236180904522613,0.7227002441529706,0.7228498225302998,0.7234288614791128,0.6532663316582915,0.9035175879396985,0.40804020100502514,0.6532663316582915,0.6717171717171717,0.86,0.6934673366834171,0.7386934673366834
