eval_set,priority,label,precision,recall,f1,support
natural_holdout,P1,P1 Blocker,0.7543859649122807,0.6482412060301508,0.6972972972972973,199
natural_holdout,P2,P2 Critical,0.6153846153846154,0.6868686868686869,0.649164677804296,198
natural_holdout,P3,P3 Major,0.755656108597285,0.835,0.7933491686460807,200
natural_holdout,P4,P4 Minor,0.6852791878172588,0.678391959798995,0.6818181818181818,199
natural_holdout,P5,P5 Trivial,0.8054054054054054,0.7487437185929648,0.7760416666666666,199
